"Methedology:
1. Open IDB website
2. Click on 'Projects'
3. Scroll down and click on 'Download Project Information (.xlsx)'
4. Apply following filters: 
            - Sector: AGRICULTURE AND RURAL DEVELOPMENT 
            - Approval date: 01/01/2015-12/31/2025
5. Click three buttons > Export data ",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Keywords Found in Unnamed: 1,Keywords Found in Unnamed: 2,Keywords Found in Unnamed: 4,Keywords Found in Unnamed: 8,Keywords Found in Unnamed: 16,Keywords Found in Unnamed: 20,Keywords Found in Unnamed: 22,Keywords Found (Any Column)
BR-L1552,LD Celulose S.A,"The Project consists of the construction of an integrated industrial plant that will produce 500k ton per year of dissolving wood pulp (""DWP"") to be carried out by Lenzing and Duratex, two global leaders in their industries. The Project has a total cost of at least USD1.485 billion, being strategically located in the state of Minas Gerais, Brazil, where soil and climate ensure ideal conditions to grow eucalyptus (tree-cutting cycle of 7 years). The plant will be built at the center of a 44 thousand hectares of eucalyptus plantation to reduce logistics costs. It will include a 132MW electric power generation unit, based on the burning of residual tree/pulp biomass, 50% of which will be sold to the market.",Non-Sovereign Guaranteed,Loan Operation,4/28/20,5/29/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Brazil,ACTIVE,,50000000,5018/CH-BR,PSL,USD,CHC-China Co-Financing Fund for Latin Americ,50000000,50000000,"Friday, October 18, 2024",LD CELULOSE S.A.,No,LD CELULOSE S.A.,2.648000000000000; 2.696000000000000; 2.704000000000000; 2.784000000000000; 2.887000000000000; 3.055000000000000; 3.524000000000000; 7.759150000000000; 8.201000000000000; 8.248140000000000,2031-06-16; 2031-06-16; 2031-06-16; 2031-06-16; 2031-06-16; 2031-06-16; 2031-06-16; 2031-06-17; 2031-06-16; 2031-06-17,134.5; 134.5; 134.5; 134.5; 134.5; 134.5; 134.5; 134.5; 134.5; 134.5,[],['industrial'],[],[],[],[],[],['industrial']
PE-T1437,Support the Strengthening of Public Agricultural Services of Peru,The general objective of the operation is to support the strengthening of public agricultural services in Peru. The specific objectives are: i) to prepare an inventory of the irrigation infrastructure at the national level and a proposal to repair obsolete or low efficiency systems; and ii) analyze aspects of the public institutions of the agricultural system that may be affecting the development of the sector.,Sovereign Guaranteed,Technical Cooperation,4/28/20,4/28/20,AGRICULTURE AND RURAL DEVELOPMENT,IRRIGATION AND DRAINAGE,Peru,ACTIVE,C,500000,ATN/OC-17967-PE,,USD,ORC-Ordinary Capital,500000,498547.53,"Monday, April 28, 2025",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
RG-T3599,Climate Smart Agriculture for Agribusinesses and their Value Chain in Latin America and the Caribbean,"The objective of this AS is to support LAC agribusinesses in the implementation of climate smart agriculture (CSA) measures. CSA pursues the triple objectives of sustainably increasing productivity and incomes, adapting to climate change and reducing greenhouse gas emissions where possible. This AS will address key barriers for climate smart investments by i) increasing awareness, knowledge and capacity on sustainable practices along the value chain of agribusinesses, and ii) identifying opportunities, designing and planning investments in climate smart agriculture in order to foster more efficient and resilient food production systems.",Non-Sovereign Guaranteed,Technical Cooperation,5/8/20,5/8/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Argentina; Bahamas; Barbados; Belize; Bolivia; Brazil; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; El Salvador; Guatemala; Guyana; Haiti; Headquarters; Honduras; Jamaica; Mexico; Nicaragua; Panama; Paraguay; Peru; Regional; Suriname; Trinidad and Tobago; Uruguay; Venezuela,ACTIVE,,400000,ATN/MC-17979-RG,,USD,MSC-Sustainable Energy and Climate Change In,400000,205519.9,"Thursday, July 10, 2025",Not Defined,Yes,INTER-AMERICAN INVESTMENT CORPORATION,,,,['value chain'],"['greenhouse gas', 'productivity', 'value chain']",[],[],[],[],[],"['greenhouse gas', 'productivity', 'value chain']"
RG-T3434,"Agricultural Policy, Agricultural Innovation and Climate Change Analysis In Latin America and The Caribbean","The objective of the proposed Technical Cooperation (TC) is to contribute to sustainable development by generating policy recommendations for a more efficient allocation of fiscal resources the agricultural sector in Latin America and the Caribbean (LAC). Specifically, it will focus on analyzing the current structure and levels of policy support to the sector, with a particular emphasis on agricultural research and climate change, to identify forms of support that are the most efficient and consistent with economic, social and environmental goals.",Sovereign Guaranteed,Technical Cooperation,6/3/20,6/3/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL POLICY,Argentina; Bahamas; Barbados; Belize; Bolivia; Brazil; Chile; Colombia; Costa Rica; Dominican Republic; Ecuador; El Salvador; Guatemala; Guyana; Haiti; Headquarters; Honduras; Jamaica; Mexico; Nicaragua; Panama; Paraguay; Peru; Regional; Suriname; Trinidad and Tobago; Uruguay; Venezuela,EXITED,C,250000,ATN/OC-18023-RG,,USD,ORC-Ordinary Capital,250000,246977.06,"Tuesday, November 21, 2023",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,['policy'],['policy'],[],['policy'],[],[],[],['policy']
DR-T1205,Support to the Execution of the Agricultural Health and Innovation Program,"The objective of the TC is to support the start-up and execution of the Agricultural Health and Innovation Program (DR-L1137), though technical support and institutional strengthening.",Sovereign Guaranteed,Technical Cooperation,6/25/20,6/25/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL HEALTH AND FOOD SAFETY,Dominican Republic,EXITED,B,150000,ATN/OC-18066-DR,,USD,ORC-Ordinary Capital,150000,148460.45,"Tuesday, July 19, 2022",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
RG-T3626,The Integrated Economic-Environmental Modeling Platform,Institutionalize IEEM as a core platform for the assessment of the economic viability of Sovereign Guaranteed Operations.,Sovereign Guaranteed,Technical Cooperation,6/25/20,6/25/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL RESEARCH AND INNOVATION,Argentina; Bolivia; Brazil; Colombia; Costa Rica; Ecuador; Haiti; Headquarters; Mexico; Peru; Regional; Uruguay,ACTIVE,C,175000,ATN/OC-18067-RG,,USD,ORC-Ordinary Capital,175000,154533.42,"Tuesday, November 26, 2024",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,[],[],[],[],[],[],[],[]
RG-T3585,Bovine Productivity Increase in the South American Chaco,"Increase the productivity of the bovine rearing, rearing and fattening systems in the South American Chaco.",Sovereign Guaranteed,Technical Cooperation,7/8/20,9/15/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Argentina; Bolivia; Headquarters; Paraguay; Regional,ACTIVE,C,657285,ATN/RF-18079-RG,,USD,RFA-Regional Agricultural Fund,200000,200000,"Tuesday, June 11, 2024",Not Defined,Yes,FUNDACION ARGENINTA,,,,['productivity'],['productivity'],[],[],[],[],[],['productivity']
RG-T3587,AGTECH for Climately Smart Dairy,Generate new capacities for the Latin American and Caribbean dairy producer sector (LAC) to implement sustainable management processes to achieve Climate-Smart Dairy Establishments (ELCI).,Sovereign Guaranteed,Technical Cooperation,7/8/20,9/15/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Argentina; Costa Rica; Dominican Republic; Headquarters; Honduras; Regional; Uruguay,ACTIVE,C,540900,ATN/RF-18078-RG,,USD,RFA-Regional Agricultural Fund,180000,180000,"Monday, August 19, 2024",Not Defined,Yes,FUNDACION ARGENINTA,,,,['dairy'],['dairy'],[],[],[],[],[],['dairy']
RG-T3588,Innovation for Pasture Management,"Improve the self-sufficiency and sustainability of livestock intensification by increasing at least 30% of the pasture harvest, produced on family farms in the Southern Cone and Central America.",Sovereign Guaranteed,Technical Cooperation,7/8/20,9/9/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Argentina; Costa Rica; Headquarters; Regional; Uruguay,ACTIVE,C,512940,ATN/RF-18077-RG,,USD,RFA-Regional Agricultural Fund,200000,188690.66,"Wednesday, October 02, 2024",Not Defined,Yes,INSTITUTO NACIONAL DE INVESTIGACION AGROPECUARIA,,,,['pasture'],"['livestock', 'pasture']",[],[],[],[],[],"['livestock', 'pasture']"
HO-G1254,Adoption of Climate-Smart Technologies in Agricultural MSMEs Led by Women,"The objective is to contribute to the resilience of women micro, small and medium enterprises (MSMEs) led by women through support for the adoption of climate-smart technologies and technical assistance for their implementation.",Sovereign Guaranteed,Investment Grants,7/14/20,10/22/20,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Honduras,EXITED,C,1400000,GRT/WE-18107-HO,,USD,WEF-Women Entrepreneurs Finance Initiative,1400000,0,"Tuesday, July 14, 2020",Not Defined,Yes,INVERSION ESTRATEGICA DE HONDURAS INVESTH,,,,[],[],[],[],[],[],[],[]
RG-T3583,Multipurpose Silvopastoral Systems and Family Livestock in Peru and Colombia,Improvement in family livestock productivity in Peru and Colombia through the implementation of multi-purpose silvopastoral systems with validated environmental sustainability.,Sovereign Guaranteed,Technical Cooperation,7/14/20,8/10/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Colombia; Headquarters; Peru; Regional,EXITED,C,600000,ATN/RF-18106-RG,,USD,RFA-Regional Agricultural Fund,200000,0,"Tuesday, July 14, 2020",Not Defined,No,UNIVERSIDAD AGRARIA,,,,"['livestock', 'silvopastoral']","['livestock', 'productivity', 'silvopastoral']",[],[],[],[],[],"['livestock', 'productivity', 'silvopastoral']"
RG-T3586,More Productive and Sustainable Rice for Latin America,"Increase the productivity of rice through the use of the SICA methodology, improving the productive conditions, sustainability and food security of the family farming.",Sovereign Guaranteed,Technical Cooperation,7/14/20,9/2/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Argentina; Chile; Headquarters; Panama; Regional,ACTIVE,C,763610,ATN/RF-18105-RG,,USD,RFA-Regional Agricultural Fund,200000,189521,"Wednesday, January 11, 2023",Not Defined,Yes,INSTITUTO DE INVESTIGACIONES AGROPECUARIAS,,,,[],"['farming', 'productivity']",[],[],[],[],[],"['farming', 'productivity']"
RG-T3582,Yield Improvement of Potatoes and Other Andean tubers - Root to Food,"Fortalecer la economía de unidades de producción agrícola familiar de Bolivia y Colombia productoras de papas nativas y tubérculos andinos, a través del desarrollo participativo de paquetes tecnológicos y encadenamientos productivos que impacten en la conservación, valorización, mejora del rendimiento y sostenibilidad ambiental de los cultivos.",Sovereign Guaranteed,Technical Cooperation,7/21/20,8/18/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Bolivia; Colombia; Headquarters; Regional,ACTIVE,C,723043,ATN/RF-18120-RG,,USD,RFA-Regional Agricultural Fund,200000,183989.55,"Monday, January 06, 2025",Not Defined,No,PONTIFICIA UNIVERSIDAD JAVERIANA,,,,['yield'],[],[],[],[],[],[],['yield']
RG-T3584,Agroecological Model for Avian Coccidiosis and Innovation Network,"Increase productivity in Family Farming by 15%, implementing an Agroecological Model (AE) to control avian coccidiosis.",Sovereign Guaranteed,Technical Cooperation,7/24/20,9/15/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRICULTURAL TECHNOLOGY ADOPTION,Argentina; Chile; Headquarters; Regional,ACTIVE,C,736911,ATN/RF-18136-RG,,USD,RFA-Regional Agricultural Fund,200000,200000,"Thursday, May 23, 2024",Not Defined,Yes,FUNDACION ARGENINTA,,,,[],"['farming', 'productivity']",[],[],[],[],[],"['farming', 'productivity']"
CR-T1218,Support for policy reforms and implementation of Nature-Based and Climate-Smart Agriculture Solutions that contribute to Costa Rica's National Decarbonization Plan,"The objective of this TC is to support the policy reforms related to the National Decarbonization Plan of Costa Rica (PD) and its implementation, in the themes of Nature-Based Solutions and Climate Smart Agriculture. The support will be through: (i) updating the regulatory framework for Nature-Based Solutions to encourage decarbonization through: (a) updating forest regulations to increase forest cover and (b) updating policies for the preservation of ecosystems with high content in carbon (mangroves); (ii) support for the design of new mechanisms for Payment for Ecosystem Services; and (iii) the development of Climate Smart Agriculture by: (a) deepening the implementation of the Nationally Appropriate Mitigation Action (NAMA) in a strategic sector, as well as the design of NAMAs and their respective pilots for new agricultural sectors; and (b) development of the Agro-environmental Agenda.",Sovereign Guaranteed,Technical Cooperation,7/31/20,7/31/20,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Costa Rica,EXITED,C,850000,ATN/AG-18149-CR,,USD,MAG-AgroLAC 2025 Multidonor Trust Fund,650000,632441.75,"Friday, December 15, 2023",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,['policy'],['policy'],[],[],[],[],[],['policy']
CR-T1218,Support for policy reforms and implementation of Nature-Based and Climate-Smart Agriculture Solutions that contribute to Costa Rica's National Decarbonization Plan,"The objective of this TC is to support the policy reforms related to the National Decarbonization Plan of Costa Rica (PD) and its implementation, in the themes of Nature-Based Solutions and Climate Smart Agriculture. The support will be through: (i) updating the regulatory framework for Nature-Based Solutions to encourage decarbonization through: (a) updating forest regulations to increase forest cover and (b) updating policies for the preservation of ecosystems with high content in carbon (mangroves); (ii) support for the design of new mechanisms for Payment for Ecosystem Services; and (iii) the development of Climate Smart Agriculture by: (a) deepening the implementation of the Nationally Appropriate Mitigation Action (NAMA) in a strategic sector, as well as the design of NAMAs and their respective pilots for new agricultural sectors; and (b) development of the Agro-environmental Agenda.",Sovereign Guaranteed,Technical Cooperation,7/31/20,7/31/20,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Costa Rica,EXITED,C,850000,ATN/OC-18148-CR,,USD,ORC-Ordinary Capital,200000,153000,"Wednesday, December 06, 2023",Not Defined,Yes,INTER-AMERICAN DEVELOPMENT BANK,,,,['policy'],['policy'],[],[],[],[],[],['policy']
RG-L1145,Every Drop Matters – Using Technology to Promote an Efficient and Sustainable Use of Water in Agriculture,"Support Kilimo, an agtech early stage company based in Argentina and regional operations, to expand their AI-based solution that provides irrigation recommendations by using satellite and weather based data in order to improve water efficiency and crop yields for farmers.",Non-Sovereign Guaranteed,Loan Operation,7/31/20,10/19/20,AGRICULTURE AND RURAL DEVELOPMENT,SUSTAINABLE AGRICULTURAL DEVELOPMENT,Argentina; Brazil; Chile; Mexico; Paraguay; Peru; Regional; Uruguay,EXITED,C,500000,5087/MS-RG,,USD,MSF-MIF-Small Enterprise Investment Fund,300000,300000,"Thursday, November 19, 2020",Kilimo SA,No,"KILIMO, INC",5,2024-10-19,48.7,[],[],[],[],[],[],[],[]
BR-G1008,"Increasing the Digitalization and Dissemination of Technical Assistance, Biological Pest Control and Gender Inclusion in Delta Sucroenergia S.A.","Strengthen Delta's climate change resilience, productivity and gender inclusion by (i) improving the company's and its supplier's access to critical weather forecasts for decision making, (ii) enhancing and expanding Delta's and their suppliers' capacity to implement innovative biological pest control, (iii) improving information exchange between Delta and their suppliers in order to foster the implementation of best practices, reduce the use of agrochemicals, increase productivity and climate resilience, and (iv) establishing an action plan to promote gender inclusive corporate practices.",Non-Sovereign Guaranteed,Investment Grants,9/16/20,10/7/20,AGRICULTURE AND RURAL DEVELOPMENT,AGRIBUSINESS,Brazil,ACTIVE,,245000,ATN/MC-18210-BR,,USD,MSC-Sustainable Energy and Climate Change In,245000,230038.2,"Thursday, October 24, 2024",Not Defined,Yes,INTER-AMERICAN INVESTMENT CORPORATION,,,,[],['productivity'],[],[],[],[],[],['productivity']
