Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Project URL,Disclosure Date,Board Approval Date,Effective Date,Project Closing Date,Last Stage Reached,Financing Type,Total Project Cost $US,IBRD Commitment $US,IDA Commitment $US,Keywords Found in Project Name,Keywords Found in Project Description,Keywords Found in Implementing Agency,Keywords Found (Any Column)
P170466,Eastern and Southern Africa,Africa Republic,,P170466 Eastern and Southern Africa Republic of UgandaUganda Investing in,"P170466 Eastern and Southern Africa Republic of UgandaUganda Investing in Forests and Protected Areas for Climate-Smart Development Project(i) to improve sustainable management of forests and Protected Areas in Target Landscapes; and (ii) to increase benefits to communities from forests in Target LandscapesUganda Timber Growers' Association,Ministry of Water and Environment,National Forestry Authority,Uganda Wildlife Authority Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17046 6 June 24, 2019 April 23, 2020 August 18, 2021 June 30, 2026 BANK APPROVED O 0 148200000 0Republic of Uganda Substantial June 26, 2024",Ministry of Water and Environment,,,,,,,,,,,[],[],[],[]
P172462,Eastern and Southern Africa,Democratic Republic,,P172462 Eastern and Southern AfricaFederal Democratic Republic of EthiopiaEthiopia Resilient,"P172462 Eastern and Southern AfricaFederal Democratic Republic of EthiopiaEthiopia Resilient Landscapes and Livelihoods Project Additional FinancingTo improve climate resilience, land productivity and carbon storage, and increase access to diversified livelihood activities in selected rural watersheds. Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17246 2 February 21, 2020 May 2, 2020 July 7, 2024 BANK APPROVED O 12000000Ministry of Agriculture, Ministry of Finance B April 18, 2024",Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17246 2 February 21,,,,,,,,,,,[],['resilience'],[],['resilience']
P172351,,,,P172351 East Asia and Pacific Kingdom of Cambodia AF Cambodia,"P172351 East Asia and Pacific Kingdom of Cambodia AF Cambodia Sustainable Landscape and Ecotourism ProjectThe Project Development Objective is to improve protected areas management, and to promote ecotourism opportunities and non-timber forest product value chains in the Cardamom Mountains-Tonle Sap landscape. Ministry of Environment,Ministry of Rural Development Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17235 1 February 18, 2020 May 6, 2020 July 21, 2020 December 31, 2027 BANK APPROVED O 4420000Kingdom of Cambodia B October 24, 2023",Ministry of Environment,,,,,,,,,,,[],[],[],[]
P170476,,,,"P170476Middle East, North Africa, Afghanistan, and Pakistan Hashemite Kingdom of","P170476Middle East, North Africa, Afghanistan, and Pakistan Hashemite Kingdom of JordanExploring High-Value, Socially Inclusive and Water-Efficient AgricultureTo pilot an environmentally sustainable, commercially viable and socially-inclusive hydroponic agriculture business model. Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17047 6 October 17, 2019 May 9, 2020 December 2, 2020 September 30, 2024 BANK APPROVED G 1430000HASHEMITE KINGDOM OF JORDAN Moderate April 29, 2024",Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17047 6 October 17,,,,,,,,,,,[],[],[],[]
P164967,Western and Central Africa,Africa Republic,,P164967 Western and Central Africa Republic of SenegalAGRICULTURE AND LIVESTOCK,"P164967 Western and Central Africa Republic of SenegalAGRICULTURE AND LIVESTOCK COMPETITIVENESS PROGRAM FOR RESULTSThe Program Development Objective is to enhance productivity and market access of priority commodity value chains and livestock, in the Extended Groundnut Basin and Agro-pastoral Areas.Ministry of Agriculture and Rural Equipment,Ministry of Livestock and Animal Production Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16496 7 September 28, 2018 May 12, 2020 September 2, 2020 December 31, 2025 BANK APPROVED I 0 150000000 20000000Ministry of Finance and Budget November 14, 2024",Ministry of Agriculture and Rural Equipment,,,,,,,,,,,['livestock'],"['animal', 'livestock', 'market']",[],"['animal', 'livestock', 'market']"
P173315,Eastern and Southern Africa,Federal Republic,,P173315 Eastern and Southern Africa Federal Republic of Somalia Somalia,"P173315 Eastern and Southern Africa Federal Republic of Somalia Somalia Crisis Recovery ProjectTo support the recovery of livelihoods and infrastructure in flood and drought affected areas and strengthen capacity for disaster preparedness nationwideMinistry of Planning, Investment and Economic Development, Federal Government of Somalia,Ministry of Finance, Federal Government of Somalia Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17331 5 April 9, 2020 May 15, 2020 June 29, 2020 May 29, 2026 BANK APPROVED I 0 187500000 0Federal Republic of Somalia High April 22, 2024",Ministry of Planning,,,,,,,,,,,[],['drought'],[],['drought']
P166865,South Asia,Socialist Republic,,P166865 South AsiaDemocratic Socialist Republic of Sri LankaSri Lanka Integrated,"P166865 South AsiaDemocratic Socialist Republic of Sri LankaSri Lanka Integrated Watershed and Water Resources Management ProjectThe Project Development Objective (PDO) is to improve watershed and water resources planning and enhance functionality of water resources infrastructure. Ministry of Agriculture, Livestock, Land and Irrigation Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16686 5 September 30, 2018 May 18, 2020 May 13, 2021 October 31, 2026 BANK APPROVED I 0 69527400 0Democratic Socialist Republic of Sri Lanka B April 22, 2024",Ministry of Agriculture,,,,,,,,,,,[],['livestock'],[],['livestock']
P172321,Eastern and Southern Africa,Africa Republic,,P172321 Eastern and Southern Africa Republic of Kenya Kenya Inclusive,"P172321 Eastern and Southern Africa Republic of Kenya Kenya Inclusive Growth and Fiscal Management DPO 2The program development objectives are to: (i) crowd in private investment and financing for affordable housing; (ii) enhance farmer incomes and food security; (iii) create fiscal space to support the government’s inclusive growth agenda; and (iv) crowd in private investment and leverage digitization to support the government’s inclusive growth agenda. The National Treasuryhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17232 1 December 30, 2019 May 19, 2020 May 22, 2020 June 30, 2021 BANK APPROVED I 250000000 750000000 0REPUBLIC OF KENYA April 19, 2023",,,,,,,,,,,,[],[],[],[]
P173702,Eastern and Southern Africa,Democratic Republic,,P173702 Eastern and Southern Africa Eastern and Southern Africa Emergency,"P173702 Eastern and Southern Africa Eastern and Southern Africa Emergency Locust Response ProgramTo respond to the threat posed by the locust outbreak and to strengthen systems for preparedness.Ministry of Agriculture and Livestock Development (Kenya), Food Security Coordination Directorate, Ministry of Agriculture, Natural Resources & Food (Ethiopia),Ministry of Agriculture, Water, Livestock and Fish Resources (Djibouti) TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17370 2 April 22, 2020 May 20, 2020 June 26, 2020 December 31, 2026 BANK APPROVED I 0 195000000 0Republic of Kenya,Federal Democratic Republic of Ethiopia, Republic of Djibouti High April 18, 2024",Ministry of Agriculture and Livestock Development (Kenya),,,,,,,,,,,[],['livestock'],['livestock'],['livestock']
P168061,,Republic of China,,P168061 East Asia and Pacific People's Republic of China HUBEI,"P168061 East Asia and Pacific People's Republic of China HUBEI SMART AND SUSTAINABLE AGRICULTURE PROJECTThe PDO is to promote integrated environmentally sustainable and climate-smart agriculture, and agri-food quality and safety, in targeted value chains and landscapes in Hubei Province.Hubei Provincial Department of Agriculture and Rural Affairshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16806 1 November 15, 2018 May 21, 2020 August 24, 2021 December 31, 2025 BANK APPROVED I 150000000 0 0People's Republic of China B October 19, 2023",Department of Agriculture and Rural Affairshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16806 1 November 15,,,,,,,,,,,[],[],[],[]
P165742,,Pacific Republic,,P165742 East Asia and Pacific Republic of Indonesia ID: Strengthening,"P165742 East Asia and Pacific Republic of Indonesia ID: Strengthening of Social Forestry in IndonesiaThe Project Development Objective (PDO) is to improve access to forest land use rights and strengthen community management in selected priority areas allocated for social forestry. Ministry of Forestry (MoFor) TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16574 2 February 27, 2020 May 22, 2020 September 15, 2020 June 30, 2025 BANK APPROVED O 14317909Republic of Indonesia High April 3, 2024",Ministry of Forestry (MoFor) TBDhttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16574 2 February 27,,,,,,,,,,,[],[],[],[]
P173104,Western and Central Africa,Federal Republic,,P173104 Western and Central Africa Federal Republic of Nigeria Additional,"P173104 Western and Central Africa Federal Republic of Nigeria Additional Financing for MCRPTo improve access to basic services and livelihood opportunities for the crisis-affected communities of Adamawa, Borno, and Yobe States, and enhance coordination among these States and other Lake Chad countriesState Governments of Borno, Adamawa and Yobe,North East Development Commission (NEDC) Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17310 4 April 23, 2020 May 26, 2020 May 31, 2025 BANK APPROVED I 0 176000000 0Federal Ministry of Finance B October 24, 2023",Ministry of Finance B October 24,,,,,,,,,,,[],[],[],[]
P161706,Western and Central Africa,Republic of Cameroon,,P161706 Western and Central Africa Western and Central Africa Lake,"P161706 Western and Central Africa Western and Central Africa Lake Chad Region Recovery and Development ProjectContribute to the recovery of the Lake Chad Region through supporting regional coordinating and crisis monitoring, connectivity and agricultural livelihoods in selected provinces of the Republic of Cameroon, Republic of Chad and Republic of Niger (Participating Countries)Lake Chad Basin Commission,Executive Secretariat for the SDS Sahel Niger (SE/SDS Sahel-Niger),PROLAC PIU (Cameroon),PROLAC PIU (Chad) Nohttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P16170 6 June 28, 2019 May 26, 2020 November 25, 2020 December 31, 2025 BANK APPROVED I 0 170000000 0Republic of Chad,Lake Chad Basin Commission, Republic of Niger,Republic of Cameroon B March 27, 2024",,,,,,,,,,,,[],[],[],[]
P172140,Eastern and Southern Africa,Africa Republic,,P172140 Eastern and Southern Africa Republic of Zambia Irrigation Development,"P172140 Eastern and Southern Africa Republic of Zambia Irrigation Development Support Project - Additional FinancingTo provide improved access to irrigation services in selected sites in the Recipient's territory Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17214 0 April 20, 2020 May 29, 2020 November 30, 2024 BANK APPROVED I 0 30000000 0Ministry of Finance A May 28, 2024",Ministry of Agriculture Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17214 0 April 20,,,,,,,,,,,[],[],[],[]
P171409,,Pakistan Republic,,"P171409Middle East, North Africa, Afghanistan, and Pakistan Republic of DjiboutiDevelopment","P171409Middle East, North Africa, Afghanistan, and Pakistan Republic of DjiboutiDevelopment Response to Displacement Impacts Project in the Horn of AfricaThe Project Development Objective (PDO) is to improve access to basic social services, expand economic opportunities, and enhance environmental management for communities hosting refugees in the target areas of Djibouti, Ethiopia and Uganda. The proposed regional project will embed the essential features of ensuring citizen participation and engagement in identifying and prioritizing developmental needs, including socio-economic infrastructure and livelihood opportunities to improve self- reliance of refugee hosting communities; improving social cohesion between refugees and refugee hosting communities; increasing citizen voice and role in development decision making; and eliciting greater demand for social accountability. The operational approach will be Community Driven Development (CDD) and will involve: (i) building and capacitating grassroots institutions; (ii) ensuring the voice of all communities is heard in decision making; (iii) strengthening decentralized government administrative functions; and (iv) investing in public service delivery and social mobilization to enhance social cohesion among beneficiary communities.IGAD,Agence Djiboutienne de Développement Social, Ministry of Agriculture and Natural Resources,Office of the Prime Minister Yeshttps: //projects. worldbank. org/en/projec ts- operations/pr oject- detail/P17140 9 April 3, 2020 May 29, 2020 June 30, 2024 BANK APPROVED I 0 10000000 0Ministry of Finance, Planning and Economic Development, Ministry of Finance and Economic Cooperation B August 30, 2022 - Specific date range: 01/01/2015-12/31/2025 - Sector: Agro-industry; FY17 - Agricultural Extension, Research, and Other Support Activities; FY17 - Agricultural markets, commercialization and agri-business; FY17 - Other Agriculture, Fishing and Forestry; FY17 - Crops; FY17 - Fisheries; FY17 - Public Administration - Agriculture, Fishing & Forestry; FY17 - Forestry; Forestry; FY17 - Livestock; Livestock 5. Dowload Project Id Region Country Project Status Project Name Project Development Objective Implementing Agency Consultan t Services RequiredProject URLDisclosure Date Board Approval DateEffective DateProject Closing DateLast Stage ReachedFinancing TypeTotal Project Cost $USIBRD Commitm ent $USIDA Commitm ent $USTotal IBRD, IDA and GRANT Commitm ent $USGrant Amount $USBorrower Lending Instrumen tEnvironme ntal Assessme nt CategoryEnvironme ntal and Social RiskSector 1 Sector 2 Sector 3 Last Update DateIs it livestock related? Does it Include Necesary Documents Summary",Ministry of Agriculture and Natural Resources,,,,,,,,,,,[],['livestock'],[],['livestock']
